va,name,size
0x0042670A,FUN_0042670a,29
0x00426727,ExtTextOutA,38
0x0042674D,TabbedTextOutA,57
0x00426786,FUN_00426786,29
0x004267D9,FUN_004267d9,29
0x004267F6,FUN_004267f6,64
0x00426840,FUN_00426840,8
0x00426848,CreateObject,82
0x004268B5,`scalar_deleting_destructor',27
0x004268D0,FUN_004268d0,83
0x00426923,FUN_00426923,11
0x00426938,FUN_00426938,8
0x00426940,_JumpToContinuation,46
0x00426980,_CallMemberFunction0,7
0x00426990,FID_conflict:_CallMemberFunction1,7
0x004269A0,FID_conflict:_CallMemberFunction1,7
0x004269B0,_UnwindNestedFrames,81
0x00426A10,___CxxFrameHandler,60
0x00426A50,_CallCatchBlock2,98
0x00426AF0,_CallSETranslator,211
0x00426BD0,TranslatorGuardHandler,98
0x00426C3C,__global_unwind2,32
0x00426C7E,__local_unwind2,104
0x00426CE6,__abnormal_termination,35
0x00426D09,FUN_00426d09,9
0x00426D12,FUN_00426d12,24
0x00426D30,__findfirst,288
0x00426E80,__findnext,277
0x00426FC0,FUN_00426fc0,35
0x00426FF0,___timet_from_ft,137
0x00427080,_sprintf,103
0x004270F0,_time,261
0x004271F8,__ftol,39
0x00427220,__fpmath,23
0x00427240,FUN_00427240,1
0x00427250,FUN_00427250,56
0x00427290,~type_info,47
0x004272C0,`scalar_deleting_destructor',30
0x004272E0,__mbsicmp,383
0x00427460,FUN_00427460,47
0x00427490,__cinit,48
0x004274C0,_exit,18
0x004274E0,__exit,18
0x00427500,doexit,173
0x004275C0,FID_conflict:__lockexit,11
0x004275D0,FID_conflict:__lockexit,11
0x004275E0,__initterm,32
0x00427600,_puts,152
0x004276A0,__mbscmp,251
0x00427840,_free,109
0x004278B0,_malloc,20
0x004278D0,__nh_malloc,74
0x00427920,__heap_alloc,83
0x004279A2,FUN_004279a2,10
0x004279D0,FUN_004279d0,112
0x00427A40,FUN_00427a40,28
0x00427A60,FUN_00427a60,103
0x00427B00,FUN_00427b00,112
0x00427B70,FUN_00427b70,28
0x00427B90,_fflush,57
0x00427BD0,__fflush_lk,60
0x00427C10,__flush,100
0x00427C80,__flushall,11
0x00427C90,flsall,203
0x00427D60,FUN_00427d60,140
0x00427DF0,FUN_00427df0,19
0x00427E50,__strupr,342
0x00427FB0,_fgets,113
0x00428030,FUN_00428030,58
0x00428070,FUN_00428070,21
0x00428090,_atol,164
0x00428140,_atoi,14
0x00428150,FUN_00428150,98
0x004281C0,FUN_004281c0,64
0x00428360,_clock,63
0x004283B0,entry,353
0x00428560,__amsg_exit,42
0x00428590,_printf,91
0x004285F0,_strncmp,56
0x00428630,FID_conflict:_memcpy,285
0x00428780,_memset,88
0x004287D8,FUN_004287d8,31
0x00428800,__CxxThrowException@8,71
0x00428850,_memcmp,172
0x00428900,_strtol,26
0x00428920,strtoxl,582
0x00428B70,_strtoul,26
0x00428B90,FID_conflict:_memcpy,285
0x00428CE0,FUN_00428ce0,24
0x00428D00,__mbschr,181
0x00428DC0,__mbsrchr,132
0x00428E50,__mbsstr,145
0x00428EF0,_vsprintf,103
0x00428F60,__mbsinc,22
0x00428F80,__mbclen,24
0x00428FA0,__ismbcdigit,158
0x00429040,__ismbcspace,158
0x004290E0,__beginthreadex,123
0x00429220,__endthreadex,53
0x00429260,__alloc_osfhnd,318
0x004293A0,__set_osfhnd,164
0x00429450,__free_osfhnd,145
0x004294F0,__get_osfhandle,74
0x00429540,__open_osfhandle,180
0x00429600,__lock_fhandle,97
0x00429670,__unlock_fhandle,40
0x004296A0,__dosmaperr,115
0x00429720,FUN_00429720,9
0x00429730,FUN_00429730,9
0x00429740,__fdopen,314
0x004298E0,_clearerr,71
0x00429930,_fread,55
0x00429970,__fread_lk,326
0x00429AC0,_fwrite,55
0x00429B00,__fwrite_lk,386
0x00429C90,_fputs,100
0x00429D00,_ftell,40
0x00429D30,__ftell_lk,418
0x00429EE0,_fseek,50
0x00429F20,__fseek_lk,154
0x00429FC0,_fclose,63
0x0042A000,__fclose_lk,95
0x0042A060,_abs,10
0x0042A070,__strdup,38
0x0042A0A0,_mktime,16
0x0042A0B0,__make_time_t,607
0x0042A310,_gmtime,340
0x0042A470,_localtime,459
0x0042A640,__setmbcp,547
0x0042A870,getSystemCP,77
0x0042A8C0,_CPtoLCID,56
0x0042A920,setSBCS,44
0x0042A950,___initmbctable,11
0x0042A960,__expand,169
0x0042AA10,__msize,102
0x0042AA80,___InternalCxxFrameHandler,188
0x0042AB40,FindHandler,670
0x0042ADE0,FindHandlerForForeignException,215
0x0042AEC0,GetRangeOfTrysToCheck,159
0x0042AF60,___FrameUnwindToState,190
0x0042B050,CatchIt,148
0x0042B0F0,CallCatchBlock,166
0x0042B1BD,FUN_0042b1bd,81
0x0042B240,BuildCatchObject,496
0x0042B440,DestructExceptionObject,97
0x0042B4C0,AdjustPointer,33
0x0042B4F0,__CallSettingFrame@12,72
0x0042B540,__mtinit,96
0x0042B5A0,__initptd,19
0x0042B5C0,__getptd,111
0x0042B630,__freeptd,161
0x0042B6E0,___loctotime_t,227
0x0042B7D0,__flsbuf,333
0x0042B920,__output,2199
0x0042C2D0,write_char,65
0x0042C320,write_multi_char,49
0x0042C360,write_string,55
0x0042C3A0,get_int_arg,15
0x0042C3B0,get_int64_arg,21
0x0042C3D0,get_short_arg,16
0x0042C3E0,__setdefaultprecision,19
0x0042C400,__ms_p5_test_fdiv,79
0x0042C450,__ms_p5_mp_test_fdiv,41
0x0042C5C0,__cftoe,119
0x0042C640,__cftoe2,227
0x0042C730,__cftof,104
0x0042C7A0,__cftof2,190
0x0042C860,__cftog,171
0x0042C980,__shift,43
0x0042C9B0,__mtinitlocks,42
0x0042C9E0,__lock,104
0x0042CA50,FUN_0042ca50,23
0x0042CA70,__lock_file,54
0x0042CAB0,FID_conflict:__lock_file2,40
0x0042CAE0,__unlock_file,54
0x0042CB20,FID_conflict:__lock_file2,40
0x0042CB50,__strcmpi,199
0x0042CD10,__stbuf,146
0x0042CDB0,__ftbuf,56
0x0042CDF0,__aulldiv,104
0x0042CE60,__aullrem,117
0x0042CEE0,__heap_init,57
0x0042CF20,___sbh_new_region,368
0x0042D090,___sbh_release_region,94
0x0042D0F0,___sbh_decommit_pages,215
0x0042D1D0,___sbh_find_block,81
0x0042D230,___sbh_free_block,70
0x0042D280,___sbh_alloc_block,634
0x0042D500,___sbh_alloc_block_from_page,380
0x0042D680,___sbh_resize_block,200
0x0042D750,__callnewh,62
0x0042D9A0,__cintrindisp2,62
0x0042D9DE,__cintrindisp1,61
0x0042DA1B,__ctrandisp2,72
0x0042DA63,FUN_0042da63,7
0x0042DA6A,FUN_0042da6a,305
0x0042DB9B,__ctrandisp1,51
0x0042DBCE,__fload,60
0x0042DC10,__fltout2,129
0x0042DCA0,___dtold,188
0x0042DD60,__fptostr,129
0x0042DEA9,FUN_0042dea9,27
0x0042DED0,terminate,92
0x0042DF45,_abort,5
0x0042DF50,_inconsistency,100
0x0042DFBD,terminate,5
0x0042DFD0,__commit,162
0x0042E080,__write,120
0x0042E100,__write_lk,507
0x0042E300,_realloc,450
0x0042E4E0,___crtLCMapStringA,555
0x0042E710,_strncnt,44
0x0042E740,__filbuf,245
0x0042E840,__openfile,411
0x0042EA50,__getstream,225
0x0042EB40,__isctype,145
0x0042EC20,_toupper,110
0x0042EC90,__toupper_lk,229
0x0042EE30,__ftime,164
0x0042EEE0,__XcptFilter,335
0x0042F030,xcptlookup,47
0x0042F060,__ismbblead,18
0x0042F080,x_ismbbtype,58
0x0042F0C0,__setenvp,229
0x0042F1B0,__setargv,155
0x0042F250,parse_cmdline,464
0x0042F420,___crtGetEnvironmentStringsA,396
0x0042F5B0,__ioinit,480
0x0042F790,__FF_MSGBANNER,61
0x0042F7D0,__NMSG_WRITE,502
0x0042FA00,FUN_0042fa00,88
0x0042FA80,_strchr,193
0x0042FB40,_strpbrk,58
0x0042FB80,__strrev,48
0x0042FBB0,_strspn,62
0x0042FBF0,_strcspn,62
0x0042FC30,_strrchr,39
0x0042FC60,_strstr,128
0x0042FCE0,___crtGetStringTypeW,436
0x0042FEA0,___crtGetStringTypeA,291
0x0042FFD0,_calloc,171
0x00430080,__read,120
0x00430100,__read_lk,560
0x00430330,__lseek,120
0x004303B0,__lseek_lk,130
0x00430440,__close,110
0x004304B0,__close_lk,137
0x00430540,__freebuf,57
0x00430580,_strlen,123
0x00430600,FID_conflict:__mbscpy,134
0x004306F0,___tzset,50
0x00430730,__tzset_lk,735
0x00430A10,__isindst,40
0x00430A40,__isindst_lk,603
0x00430CA0,cvtdate,395
0x00430E30,_ValidateRead,32
0x00430E50,_ValidateWrite,32
0x00430E70,_ValidateExecute,27
0x00430E90,__getbuf,75
0x00430EE0,__isatty,48
0x00430F10,_wctomb,86
0x00430F70,__wctomb_lk,148
0x00431010,__control87,63
0x00431050,__controlfp,24
0x00431070,__abstract_cw,161
0x00431120,__hw_cw,141
0x004311B0,FUN_004311b0,11
0x004311C0,_tolower,110
0x00431230,__tolower_lk,229
0x00431320,__ZeroTail,100
0x00431390,__IncMan,99
0x00431400,__RoundMan,172
0x004314B0,__CopyMan,29
0x004314D0,__FillZeroMan,15
0x004314E0,__IsZeroMan,29
0x00431500,__ShrMan,173
0x004315B0,__ld12cvt,459
0x00431780,FID_conflict:__ld12tod,24
0x004317A0,FID_conflict:__ld12tod,24
0x004317C0,FID_conflict:__atodbl,53
0x00431800,FID_conflict:__atodbl,53
0x00431840,__fcloseall,152
0x004318E0,__trandisp1,103
0x00431947,__trandisp2,140
0x00432B10,__87except,255
0x00432C30,$I10_OUTPUT,923
0x00432FD0,_abort,31
0x004330A0,__get_lc_time,884
0x00433420,FUN_00433420,563
0x00433660,storeTimeFmt,243
0x00433760,___init_numeric,534
0x00433980,fix_grouping,67
0x00433AC0,FUN_00433ac0,335
0x00433C10,FUN_00433c10,67
0x00433C60,FUN_00433c60,102
0x00433CD0,___init_ctype,684
0x00433F90,_strncpy,254
0x00434090,__sopen,1041
0x004344F0,___crtMessageBoxA,146
0x00434590,_wcstombs,91
0x004345F0,__wcstombs_lk,618
0x00434860,wcsncnt,49
0x004348A0,__getenv_lk,150
0x00434940,_raise,424
0x00434B20,siglookup,49
0x00434B60,___addl,35
0x00434B90,___add_12,102
0x00434C00,___shl_12,62
0x00434C40,___shr_12,54
0x00434C80,___mtold12,232
0x00434D70,___strgtold12,1578
0x004354C0,__set_exp,57
0x00435570,__decomp,238
0x00435660,FUN_00435660,21
0x00435730,__raise_exc,858
0x00435AA0,__handle_exc,704
0x00435D60,__set_errno,44
0x00435D90,FUN_00435d90,3
0x00435DA0,__statfp,17
0x00435DC0,__clrfp,18
0x00435DE0,__ctrlfp,50
0x00435E20,FUN_00435e20,91
0x00435E80,___ld12mul,678
0x00436130,___multtenpow12,123
0x004361B0,___getlocaleinfo,438
0x00436370,___crtGetLocaleInfoW,302
0x004364A0,___crtGetLocaleInfoA,319
0x004365E0,__chsize_lk,306
0x00436720,__mbsnbicoll,59
0x00436760,___wtomb_environ,138
0x004367F0,__setmode_lk,105
0x00436860,___crtCompareStringA,749
0x00436B50,_strncnt,44
0x00436B80,___crtsetenv,592
0x00436DD0,findenv,92
0x00436E30,copy_environ,110
0x00436E9E,RtlUnwind,6
0x00436EA4,ReuseDDElParam,6
0x00436EAA,UnpackDDElParam,6
0x00436EB0,GetFileTitleA,6
0x00436EB6,GetSaveFileNameA,6
0x00436EBC,GetOpenFileNameA,6
0x00436EC2,PrintDlgA,6
0x00436EC8,ClosePrinter,6
0x00436ECE,DocumentPropertiesA,6
0x00436ED4,OpenPrinterA,6
0x00436EDA,Ordinal_116,6
0x00436EE0,Ordinal_115,6
0x00436EE6,Ordinal_12,6
0x00436EF0,_WinMain@16,25
0x00436F09,FUN_00436f09,34
0x00436F2B,FUN_00436f2b,19
0x00436F52,FUN_00436f52,10
0x00436F5C,FUN_00436f5c,14
0x00436F80,FUN_00436f80,48
0x00436FB0,FUN_00436fb0,14
0x00436FBE,FUN_00436fbe,21
0x00436FD3,Right,127
0x0043706B,FUN_0043706b,8
0x00437073,Left,121
0x00437105,FUN_00437105,8
0x0043710D,Find,34
0x0043712F,FormatV,799
0x00437487,Format,19
0x0043749A,TrimRight,79
0x004374E9,TrimLeft,89
0x00437542,InitString,41
0x0043756B,FUN_0043756b,69
0x004375B0,FUN_004375b0,30
0x004375CE,AfxThrowNotSupportedException,30
0x004375EC,LoadBitmaps,201
0x004376B5,SizeToContent,50
0x004376E7,DrawItem,244
0x004377E5,FUN_004377e5,8
0x004377ED,CFileDialog,353
0x00437976,FUN_00437976,77
0x004379C3,FUN_004379c3,14
0x004379DB,FUN_004379db,8
0x00437AA7,GetPathName,289
0x00437BC8,FUN_00437bc8,8
0x00437C10,OnNotify,221
0x00437CF3,CPrintDialog,199
0x00437DD4,FUN_00437dd4,64
0x00437E1E,FUN_00437e1e,8
0x00437E26,CPrintDialog,85
0x00437E95,AttachOnSetup,104
0x00437F40,DoModal,46
0x00437F6E,CTime,81
0x00437FBF,CTime,85
0x00438014,CTime,89
0x004380F7,_AfxCommDlgProc,340
0x0043826F,FID_conflict:CDWordArray,72
0x004382C9,`scalar_deleting_destructor',30
0x004382E7,~CStringArray,82
0x00438343,FUN_00438343,8
0x0043834B,DestructElements,35
0x0043836E,SetSize,299
0x00438499,ConstructElements,46
0x004384C7,SetAtGrow,44
0x004384F3,Serialize,112
0x00438563,FID_conflict:CDWordArray,72
0x004385BD,FUN_004385bd,30
0x004385DB,FUN_004385db,65
0x00438626,FUN_00438626,8
0x0043862E,SetSize,254
0x0043872C,SetAtGrow,39
0x00438753,Serialize,74
0x0043879D,CPtrList,83
0x00438802,FUN_00438802,30
0x00438820,RemoveAll,32
0x00438840,FID_conflict:~CPtrList,59
0x00438885,FUN_00438885,8
0x0043888D,NewNode,89
0x004388E6,FreeNode,29
0x00438903,AddTail,43
0x0043892E,RemoveHead,42
0x00438958,Create,34
0x0043897A,FreeDataChain,24
0x00438992,CMapPtrToPtr,87
0x004389FB,FUN_004389fb,30
0x00438A19,InitHashTable,79
0x00438A68,RemoveAll,47
0x00438A97,FID_conflict:~CMapPtrToWord,59
0x00438ADC,FUN_00438adc,8
0x00438AE4,NewAssoc,75
0x00438B2F,FreeAssoc,29
0x00438B4C,GetAssocAt,52
0x00438B80,GetValueAt,53
0x00438BB5,Lookup,45
0x00438BE2,operator[],88
0x00438C3A,RemoveKey,69
0x00438C7F,GetNextAssoc,112
0x00438CEF,CMapStringToPtr,87
0x00438D58,FUN_00438d58,30
0x00438D76,InitHashTable,79
0x00438DC5,RemoveAll,97
0x00438E26,FID_conflict:~CMapStringToOb,59
0x00438E6B,FUN_00438e6b,8
0x00438E73,NewAssoc,98
0x00438ED5,GetAssocAt,86
0x00438F2B,Lookup,45
0x00438F58,LookupKey,45
0x00438F85,operator[],105
0x00438FEE,AfxDlgProc,61
0x00439031,PreTranslateMessage,165
0x004390D6,OnCmdMsg,152
0x0043916E,CDialog,74
0x004391CA,FUN_004391ca,30
0x004391E8,~CDialog,67
0x00439235,FUN_00439235,8
0x0043923D,Create,79
0x0043928C,CreateIndirect,35
0x004392AF,CreateIndirect,65
0x004392F0,CreateDlgIndirect,550
0x0043947A,FUN_0043947a,8
0x0043951E,FUN_0043951e,8
0x0043955C,CDialog,95
0x004395CD,PreModal,54
0x00439603,PostModal,63
0x00439642,DoModal,375
0x004397DB,EndDialog,35
0x004397FE,HandleSetFont,34
0x004398AA,AfxHelpEnabled,109
0x0043991A,OnInitDialog,123
0x00439995,OnOK,25
0x004399AE,FUN_004399ae,8
0x004399B6,CheckAutoCenter,126
0x00439AB5,FUN_00439ab5,13
0x00439AC2,FUN_00439ac2,14
0x00439AF5,FUN_00439af5,13
0x00439B02,FUN_00439b02,14
0x00439B35,FUN_00439b35,13
0x00439B42,FUN_00439b42,14
0x00439B75,FUN_00439b75,13
0x00439B82,FUN_00439b82,14
0x00439BAB,CWnd,74
0x00439C07,`scalar_deleting_destructor',30
0x00439C25,CWnd,83
0x00439C8A,_AfxModifyStyle,80
0x00439CDA,FID_conflict:ModifyStyleEx,27
0x00439CF5,AfxCallWndProc,207
0x00439DF1,_AfxPreInitDialog,35
0x00439E14,_AfxPostInitDialog,123
0x00439E8F,GetCurrentMessage,70
0x00439ED5,Default,39
0x00439EFC,DeleteTempMap,22
0x00439F12,afxMapHWND,123
0x00439FA3,FromHandle,42
0x00439FCD,FromHandlePermanent,30
0x00439FEB,Attach,62
0x0043A029,Detach,56
0x0043A092,FUN_0043a092,6
0x0043A098,_AfxActivationWndProc,305
0x0043A20F,_AfxHandleActivate,97
0x0043A270,_AfxHandleSetCursor,118
0x0043A4F9,AfxHookWindowCreate,79
0x0043A548,AfxUnhookWindowCreate,68
0x0043A58C,CreateEx,198
0x0043A652,FUN_0043a652,58
0x0043A68C,FUN_0043a68c,79
0x0043A6DB,~CWnd,131
0x0043A768,FUN_0043a768,8
0x0043A770,OnNcDestroy,289
0x0043A8A6,DestroyWindow,79
0x0043A8F5,DefWindowProcA,73
0x0043A942,PreTranslateMessage,31
0x0043A961,CancelToolTips,87
0x0043AA2C,GetWindowTextA,72
0x0043AA74,GetDlgItemTextA,112
0x0043AAE4,OnDrawItem,61
0x0043AB21,OnCompareItem,47
0x0043AB70,FID_conflict:OnCharToItem,48
0x0043ABA0,FID_conflict:OnCharToItem,48
0x0043ABD0,TrackPopupMenu,89
0x0043AC29,OnMeasureItem,122
0x0043ACA3,FindPopupMenuFromID,97
0x0043AD04,AfxRegisterClass,154
0x0043ADBE,AfxRegisterWndClass,183
0x0043AE75,FUN_0043ae75,63
0x0043AEB4,WinHelpA,225
0x0043AF9F,FUN_0043af9f,8
0x0043AFAD,AfxFindMessageEntry,64
0x0043AFED,WindowProc,73
0x0043B036,OnWndMsg,1561
0x0043B2CB,FUN_0043b2cb,8
0x0043B2D3,FUN_0043b2d3,8
0x0043B321,FUN_0043b321,8
0x0043B735,CTestCmdUI,25
0x0043B768,OnCommand,170
0x0043B812,OnNotify,130
0x0043B894,GetParentFrame,76
0x0043B8E0,AfxGetParentOwner,91
0x0043B93B,GetTopLevelParent,38
0x0043B961,GetTopLevelFrame,61
0x0043B99E,GetSafeOwner,188
0x0043BA5A,GetDescendantWindow,124
0x0043BAD6,SendMessageToDescendants,127
0x0043BB5A,RepositionBars,324
0x0043BC9E,AfxRepositionWindow,163
0x0043BD41,CalcWindowRect,43
0x0043BD6C,WalkPreTranslateTree,70
0x0043BDB2,SendChildNotifyLastMsg,45
0x0043BDDF,ReflectLastMsg,179
0x0043BE7D,FUN_0043be7d,8
0x0043BEA4,OnChildNotify,97
0x0043BF05,ReflectChildNotify,260
0x0043C037,OnActivateTopLevel,34
0x0043C059,OnSysColorChange,138
0x0043C0E3,OnWinIniChange,76
0x0043C12F,OnDevModeChange,83
0x0043C182,OnHelpInfo,123
0x0043C1FD,OnDisplayChange,77
0x0043C279,FUN_0043c279,33
0x0043C29A,FUN_0043c29a,33
0x0043C2BB,OnEnterIdle,80
0x0043C30B,OnCtlColor,44
0x0043C337,OnGrayCtlColor,109
0x0043C3A4,GrayCtlColor,125
0x0043C429,UpdateData,122
0x0043C4D1,CDataExchange,25
0x0043C4EA,CenterWindow,380
0x0043C66C,ExecuteDlgInit,81
0x0043C6BD,ExecuteDlgInit,168
0x0043C765,PreTranslateInput,52
0x0043C799,RunModalLoop,350
0x0043C922,AfxEndDeferRegisterClass,328
0x0043CA6A,RegisterWithIcon,68
0x0043CAB7,IsTracking,32
0x0043CAD7,SubclassWindow,73
0x0043CB37,GetDlgItem,38
0x0043CB5D,GetDlgItem,46
0x0043CB8B,SetDlgItemTextA,41
0x0043CBB4,IsDialogMessageA,49
0x0043CBE5,GetExStyle,28
0x0043CC01,GetExStyle,28
0x0043CC1D,ModifyStyleEx,43
0x0043CC48,SetWindowTextA,35
0x0043CC6B,FUN_0043cc6b,29
0x0043CC88,SetWindowPos,84
0x0043CCDC,ShowWindow,35
0x0043CCFF,IsWindowEnabled,29
0x0043CD1C,EnableWindow,35
0x0043CD3F,FUN_0043cd3f,35
0x0043CD62,AttachControlSite,48
0x0043CD92,AttachControlSite,71
0x0043CDD9,CCmdTarget,83
0x0043CE3E,`scalar_deleting_destructor',30
0x0043CE5C,~CCmdTarget,64
0x0043CEA6,FUN_0043cea6,8
0x0043CEAE,OnCmdMsg,292
0x0043CFD2,DispatchCmdMsg,242
0x0043D141,BeginWaitCursor,19
0x0043D154,FUN_0043d154,19
0x0043D167,FUN_0043d167,19
0x0043D192,OnFinalRelease,50
0x0043D1E5,FUN_0043d1e5,12
0x0043D1F1,CCmdUI,38
0x0043D2A8,SetCheck,102
0x0043D3B8,DoUpdate,107
0x0043D42B,AfxSetNewHandler,20
0x0043D43F,operator_new,64
0x0043D47F,FUN_0043d47f,13
0x0043D48C,FUN_0043d48c,6
0x0043D492,FUN_0043d492,16
0x0043D4A2,CString,54
0x0043D4D8,AllocBuffer,60
0x0043D514,Release,57
0x0043D54D,Release,37
0x0043D572,Empty,32
0x0043D592,CopyBeforeWrite,51
0x0043D5C5,AllocBeforeWrite,44
0x0043D5F1,~CString,48
0x0043D621,AllocCopy,68
0x0043D665,CString,94
0x0043D6C3,AssignCopy,45
0x0043D6F0,operator=,80
0x0043D740,operator=,40
0x0043D768,operator=,81
0x0043D7B9,ConcatCopy,65
0x0043D7FA,operator+,104
0x0043D87B,FUN_0043d87b,8
0x0043D883,operator+,116
0x0043D910,FUN_0043d910,8
0x0043D918,operator+,116
0x0043D9A5,FUN_0043d9a5,8
0x0043D9AD,FUN_0043d9ad,94
0x0043DA0B,FUN_0043da0b,40
0x0043DA33,FUN_0043da33,24
0x0043DA4B,GetBuffer,85
0x0043DAA0,ReleaseBuffer,40
0x0043DAC8,GetBufferSetLength,32
0x0043DAE8,Find,36
0x0043DB0C,FUN_0043db0c,18
0x0043DB1E,SetAt,25
0x0043DB37,_wcstombsz,55
0x0043DB6E,_mbstowcsz,54
0x0043DBA4,_AfxThreadEntry,280
0x0043DCF0,FUN_0043dcf0,8
0x0043DCF8,AfxGetThread,21
0x0043DD0D,AfxBeginThread,152
0x0043DDB8,AfxEndThread,77
0x0043DE05,AfxInitThread,93
0x0043DE62,AfxTermThread,100
0x0043DEC6,CreateThread,253
0x0043DFD8,Run,123
0x0043E0BB,OnIdle,289
0x0043E1DC,DispatchThreadMessage,123
0x0043E35C,ProcessWndProcException,39
0x0043E383,_AfxMsgFilterHook,90
0x0043E3DD,ProcessMessageFilter,415
0x0043E57C,IsHelpKey,75
0x0043E628,CStdioFile,62
0x0043E678,`scalar_deleting_destructor',30
0x0043E696,~CStdioFile,72
0x0043E6E8,FUN_0043e6e8,8
0x0043E6F0,Open,244
0x0043E852,Write,51
0x0043E885,WriteString,44
0x0043E8F8,FUN_0043e8f8,199
0x0043E9BF,Seek,58
0x0043E9F9,FUN_0043e9f9,44
0x0043EA4F,Close,59
0x0043EACC,CException,69
0x0043EB23,CException,70
0x0043EB7B,FUN_0043eb7b,18
0x0043EBB0,ReportError,84
0x0043EC04,AFX_EXCEPTION_LINK,59
0x0043EC3F,FUN_0043ec3f,58
0x0043EC79,CFile,81
0x0043ECE7,`scalar_deleting_destructor',30
0x0043ED05,CFile,85
0x0043ED77,~CFile,86
0x0043EDCD,FUN_0043edcd,11
0x0043EDE2,FUN_0043ede2,8
0x0043EDEA,Duplicate,162
0x0043EE9F,Open,322
0x0043EFE1,FUN_0043efe1,66
0x0043F023,Write,80
0x0043F0ED,Close,70
0x0043F133,Abort,35
0x0043F1D9,FUN_0043f1d9,43
0x0043F209,FUN_0043f209,31
0x0043F228,AfxFullPath,223
0x0043F311,FUN_0043f311,8
0x0043F319,AfxGetRoot,233
0x0043F402,AfxGetFileTitle,90
0x0043F45C,GetFileName,131
0x0043F4F8,FUN_0043f4f8,8
0x0043F500,GetFileTitle,131
0x0043F59C,FUN_0043f59c,8
0x0043F5A4,GetFilePath,73
0x0043F606,GetStatus,194
0x0043F6C8,GetStatus,186
0x0043F782,LoadStringA,135
0x0043F809,AfxLoadString,39
0x0043F830,AfxExtractSubString,109
0x0043F8A3,IsKindOf,18
0x0043F8B5,FUN_0043f8b5,30
0x0043F8D3,CreateObject,70
0x0043F931,FUN_0043f931,44
0x0043F95D,IsDerivedFrom,29
0x0043F97A,DeleteTempMap,22
0x0043F990,afxMapHMENU,123
0x0043FA21,FromHandle,24
0x0043FA39,FromHandlePermanent,30
0x0043FA89,Detach,45
0x0043FAB6,FUN_0043fab6,24
0x0043FAD4,ThrowOsError,28
0x0043FAF0,GetErrorMessage,165
0x0043FB95,FUN_0043fb95,8
0x0043FBA7,FUN_0043fba7,8
0x0043FBAF,AfxThrowFileException,144
0x0043FC65,OsErrorToException,673
0x00440109,Run,34
0x0044012B,WinHelpA,76
0x004401F2,OnIdle,118
0x00440268,DevModeChange,165
0x0044030D,CDialogTemplate,49
0x0044033E,SetTemplate,104
0x004403A6,FUN_004403a6,14
0x004403B4,FUN_004403b4,9
0x004403BD,GetFontSizeField,78
0x0044040B,GetTemplateSize,179
0x004404BE,GetFont,131
0x00440541,SetFont,324
0x00440685,SetSystemFont,153
0x0044071E,FUN_0044071e,9
0x00440727,AfxUnlockTempMaps,223
0x00440806,CHandleMap,105
0x0044088C,FromHandle,216
0x00440985,DeleteTemp,103
0x004409EC,UpdateSysColors,70
0x00440A32,UpdateSysMetrics,90
0x00440A8C,AfxWinMain,103
0x00440B06,CDC,69
0x00440B5D,`scalar_deleting_destructor',30
0x00440B7B,DeleteTempMap,22
0x00440B91,afxMapHDC,123
0x00440C22,FromHandle,24
0x00440C3A,Attach,60
0x00440C76,Detach,56
0x00440CAE,FUN_00440cae,24
0x00440CC6,~CDC,74
0x00440D1A,FUN_00440d1a,8
0x00440DC2,SelectGdiObject,23
0x00440DD9,SelectStockObject,74
0x00440E23,SelectObject,90
0x00440E7D,SelectObject,90
0x00440ED7,FUN_00440ed7,60
0x00440F13,FUN_00440f13,60
0x00440F4F,FUN_00440f4f,60
0x00440F8B,FUN_00440f8b,60
0x00440FC7,FID_conflict:OffsetWindowOrg,81
0x00441018,FID_conflict:OffsetWindowOrg,81
0x00441069,FID_conflict:OffsetWindowOrg,81
0x004410BA,FID_conflict:ScaleWindowExt,93
0x00441117,FID_conflict:OffsetWindowOrg,81
0x00441168,FID_conflict:ScaleWindowExt,93
0x004411D5,FID_conflict:OffsetWindowOrg,81
0x00441226,LineTo,53
0x0044125B,FID_conflict:CClientDC,105
0x004412D6,FUN_004412d6,30
0x004412F4,FID_conflict:~CClientDC,72
0x00441346,FUN_00441346,8
0x0044134E,CPaintDC,100
0x004413C4,`scalar_deleting_destructor',30
0x004413E2,~CPaintDC,75
0x00441437,FUN_00441437,8
0x0044143F,DeleteTempMap,22
0x00441455,afxMapHGDIOBJ,123
0x004414E6,FromHandle,24
0x004414FE,Attach,50
0x00441530,Detach,45
0x0044155D,DeleteObject,24
0x00441575,CBrush,104
0x004415F7,AfxThrowResourceException,30
0x00441615,AfxThrowUserException,30
0x00441633,_AfxIsComboBoxControl,82
0x00441685,_AfxCompareClassName,47
0x004416B4,_AfxChildWindowFromPoint,132
0x00441738,AfxSetWindowText,89
0x00441791,AfxDeleteObject,28
0x004417AD,AfxCancelModes,119
0x00441824,AfxGlobalFree,57
0x004418B6,operator<<,230
0x0044199C,operator>>,152
0x00441A34,ReadStringLength,161
0x00441AD5,Read,280
0x00441BED,Write,140
0x00441C79,Flush,123
0x00441CF4,FillBuffer,202
0x00441DBE,WriteCount,102
0x00441E24,ReadCount,99
0x00441E87,GetErrorMessage,165
0x00441F2C,FUN_00441f2c,8
0x00441F3E,FUN_00441f3e,8
0x00441F46,AfxThrowArchiveException,138
